symbol_index,normalized_pam4_symbol,tx_center_sample_v,channel_center_sample_v,afe_center_sample_v
6127,-3.0,-0.44982944426049154,-0.01680869069070455,-0.24163847047387782
6153,1.0,0.15169968410702575,0.12720358050734198,0.2625537537831562
6179,1.0,0.1464304503199219,0.009814685695867062,0.03911524053769916
6204,3.0,0.44456032312386085,0.06945921530309249,0.22622755865722627
6230,1.0,0.14965891142885712,-0.0022154224489088553,0.013170330478337246
6256,-1.0,-0.14999997179086977,-0.00361008363086353,-0.08799766632360395
6281,-1.0,-0.14965901618250288,0.01264229417739554,-0.017130981526594723
6307,3.0,0.4500000147816044,0.14276908479152078,0.4224361276756262
6333,-3.0,-0.4464301536963279,0.04335204526170486,-0.14096369709678674
6358,1.0,0.14999981754435585,0.019756450460458437,0.1217738827201036
6384,-3.0,-0.4479593089849342,-0.04332767735871926,-0.21205085277763824
6409,3.0,0.4447307982722475,8.923135154460422e-05,0.1704364431722522
6435,-1.0,-0.1481299619485368,-0.046355025785008684,-0.0968651976768336
6461,-1.0,-0.15152903960567865,-0.10287253382352243,-0.18548192295449856
6486,1.0,0.15187026400467782,0.1332463487701802,0.29287969743819975
6512,1.0,0.1462597796044824,-0.06723547332587182,-0.08737910041728163
6538,-1.0,-0.15187023140118672,-0.12197966958942569,-0.27870967649111156
6563,-1.0,-0.1513586263936834,-0.018579009864251414,-0.064233237667249
6589,1.0,0.1481299355939171,0.060853086344992646,0.11003887469818052
6615,-1.0,-0.14965886957387664,0.016054074304721385,-0.0023734342450877
6640,-3.0,-0.44965898387902103,-0.07057823564997859,-0.26997130102207695
6666,-3.0,-0.4464303272532793,-0.15500216289024069,-0.36479678590451164
6691,3.0,0.44438969881266066,-0.08719483674361608,0.013280573566844499
6717,3.0,0.4447308221891586,0.013795597277400505,0.1932729800510697
6743,1.0,0.14965901633766385,-0.0568485335793125,-0.06254023810271354
6768,3.0,0.4449011309893427,0.07902444150414634,0.3048384986426428
6794,-1.0,-0.1496589232415309,-0.029559027395583304,-0.05124954624518234
6820,1.0,0.1467712768382451,-0.014620724062644506,0.08280749368115403
6845,1.0,0.14965898430549707,-0.01829143843825468,0.015954710170838583
6871,3.0,0.4445602366654131,-0.020527105971568767,0.1181740537626694
6897,-1.0,-0.15135868126595997,-0.0824545677743862,-0.13483327108673954
6922,3.0,0.44965901881427756,0.05929484017712654,0.2617195100174571
6948,3.0,0.44830035620001873,0.07951374501852009,0.3471631525634562
6974,-1.0,-0.14830043570352291,-0.03997557522917725,-0.11721664261867265
6999,1.0,0.1515289879902471,-0.0012157752419264404,0.05825693033057848
7025,1.0,0.1496589423429261,0.009710483825961364,0.028374515000126367
7050,-3.0,-0.4462597973816388,0.025209240729982957,-0.14592649225197885
7076,3.0,0.4483003293506179,0.06578525471387159,0.3261267821438949
7102,1.0,0.1467714920938547,0.04082529565029977,0.12616155346591043
7127,3.0,0.4498293409213487,0.09529753433612706,0.32922966125644393
7153,-1.0,-0.1479593793303075,0.05505860374413006,0.05654913736197564
7179,1.0,0.15000009740358522,0.03825131407506715,0.14038128969429414
7204,-3.0,-0.4447306686724072,-0.06046770852677648,-0.2506811861719543
7230,3.0,0.44660076763525414,0.06703541360189028,0.29336137167000625
7256,-1.0,-0.14643018978046396,0.036552689107377474,0.02010735425907749
7281,1.0,0.14677132955999256,0.0503418404052493,0.13361038907190442
7307,-1.0,-0.15187019766211907,-0.1322055182180109,-0.2733236693783534
7333,1.0,0.15135841275776477,-0.01360317209718172,0.018029026766465464
7358,-3.0,-0.444730749275123,-0.05788947094476177,-0.25282191926386566
7384,3.0,0.4449013137329345,0.01346116795936077,0.228086416205668
7409,-3.0,-0.44643041399129807,-0.11807486096171427,-0.33608831859003796
7435,-3.0,-0.44830037618169905,-0.07051161036947748,-0.3275314239652439
7461,-3.0,-0.449488288380155,0.036889343520580514,-0.11807834136296266
7486,-3.0,-0.4464303110150325,-0.07489250067964143,-0.2956436377593728
7512,3.0,0.4479592540997167,0.015559954893132291,0.18827773201972933
7538,-3.0,-0.4483003559234452,-0.08298407764999577,-0.33823458745556045
7563,-3.0,-0.44643028355042824,-0.05562115097287517,-0.2627332303277031
7589,3.0,0.4445601969000159,0.00864120808339506,0.14749446015634296
7615,3.0,0.44490136282389214,0.12220897770599172,0.35703785398088234
7640,3.0,0.4443897097468901,-0.022295756548464024,0.08347770174827217
7666,-1.0,-0.14795931907531745,0.05446556213547134,0.04354668215458618
7691,1.0,0.1498294280861853,0.05598444393223588,0.12638954089051616
7717,3.0,0.447788738323259,-0.036646323284404446,0.09533430394584592
7743,1.0,0.1513584941988501,0.005420752308168176,0.04162885971530564
7768,3.0,0.44438964677450743,0.026267721703944587,0.14534969096557154
7794,-1.0,-0.14795935256061538,0.08267264226888316,0.10138001715076611
7820,1.0,0.14982941649914622,0.025805750318840574,0.08724171716531892
7845,1.0,0.1483005344329496,0.07414776296035579,0.1641438001300082
7871,3.0,0.4466007952495672,0.12410078645822498,0.3791254092008619
7897,3.0,0.4464303223175272,0.096905023345464,0.324903937421461
7922,-3.0,-0.4460892976008356,-0.03339434001082657,-0.17602528120239938
7948,-3.0,-0.4498296120486611,-0.18967950767175396,-0.4573222110463139
7974,3.0,0.44778891548462146,0.08502134479095383,0.22823189337904604
7999,-3.0,-0.446259807384966,-0.12138781705904263,-0.3106920908156907
8025,3.0,0.4479593588205748,0.00923643098970789,0.17640253972493522
8050,1.0,0.14847096374365687,0.07927708042373283,0.18765161310491338
8076,3.0,0.44830056563504694,0.12653791675885084,0.3814193565528222
8102,-3.0,-0.44608932513360855,0.03895530834443284,-0.08102189435640811
8127,-1.0,-0.14982941356887006,-0.0033524747707367308,-0.06275984847803126
8153,-1.0,-0.14660082974012473,0.0059432923331905144,-0.02775142586066399
8179,-3.0,-0.44778879289090967,-0.02223590914888929,-0.1643155478198214
8204,1.0,0.1515288453861811,-0.04763651696709115,0.003025705518679908
8230,1.0,0.15152892911617818,0.10176434517279487,0.20942169099823155
