relative_symbol_index,noiseless_adc_input_v,afe_noise_v,additional_adc_noise_v,aperture_jitter_s,signal_slope_v_per_s,jitter_voltage_error_v,impaired_adc_input_v,adc_output_code_unsigned,adc_clipped
35,0.030923740336216792,0.0044079590461173004,0.0012608366471714072,-3.117741067962302e-13,-4588254141.42263,0.0014304988366961448,0.03802303486620164,38,False
36,-0.04252201632803323,-0.004200247966695635,-0.0004138747133078258,5.952823598377423e-14,-1457258774.7336576,-8.674804423177086e-05,-0.04722288705226846,24,False
37,-0.025878929618697005,0.009141712939959823,0.0009129334521815834,-2.486447042088087e-13,2450710378.8981595,-0.0006093561572625903,-0.01643363938381819,29,False
38,0.01594594960204348,-0.0004096722633556186,-2.488034740069582e-06,-1.8525842470228782e-13,1477875458.2364874,-0.0002737888792990634,0.015260000424648727,34,False
39,0.009222699247607257,-0.006456298610190582,-0.0007453488526608172,3.450849156035789e-13,-3181434045.1024466,-0.0010978648989525305,0.000923186885803326,32,False
40,-0.06243729227882461,0.00013055940528202808,0.00027498228468150667,-3.1038869737717366e-13,-2965944952.468326,0.000920595790289047,-0.06111115479857203,22,False
41,-0.07127210021715286,0.0028265726424862112,0.000742798738775271,7.262636446748513e-14,2686811226.319371,0.00019513333137800132,-0.06750759550451338,21,False
42,-0.025842275743516798,0.00621587786953575,-0.001264676182643262,-9.143188473064302e-14,-765080219.9249508,6.995272647787311e-05,-0.020821121330146436,28,False
43,-0.04753048974810727,-0.0010705517293490908,0.0003879134064868732,-1.0560884384936606e-13,2582104747.3959208,-0.00027269309707044257,-0.048485821168039935,24,False
44,0.020083464285614114,0.0006408536047666912,-0.00036944175698166824,-1.7831361510672595e-13,580477351.7684368,-0.0001035070150814086,0.02025136911831773,35,False
45,0.0030795912471463017,-0.0007672644023701899,-2.4625135842272264e-05,-1.7349107454468869e-13,1302668558.4556003,-0.00022600136798204268,0.002061700340951797,32,False
46,0.03938891227881041,0.0045470003493474275,-0.000673141329179796,-1.9547872217733632e-13,-709784301.4106838,0.0001387477282612938,0.043401519027239335,38,False
47,-0.008105455137339873,-0.0014298754211429258,9.157039967018767e-05,4.255904285910454e-14,-2335930809.8320646,-9.94149794515456e-05,-0.009543175138264156,30,False
48,-0.009180442674059909,0.005235740348719525,0.0015503359478460297,-7.233555426342295e-14,3042812656.5782504,-0.00022010354003334617,-0.002614469917527701,31,False
49,0.06142149441078449,0.0017819074544796708,0.0012651352012062911,-2.3141549430050537e-13,2931971071.0984564,-0.0006785035346930315,0.06379003353177742,42,False
50,0.06000156778010741,0.0013295305747634317,0.0005918246362400106,1.5550774724427715e-13,-4449018811.172712,-0.0006918568927728805,0.06123106609833797,41,False
51,-0.03309331553743323,0.006100430611628828,-0.0014514720001226518,-5.650947042496294e-14,-2530067740.0379815,0.00014297278812882915,-0.028301384137798223,27,False
52,-0.04480406655046096,0.0035571351889566193,-0.0008926446987340314,1.2179329624316575e-13,-1126051891.3396034,-0.0001371455715871014,-0.04227672163182547,25,False
53,-0.05888021431915984,0.0023855317970180264,0.00010149731028034816,2.5007363879645364e-13,1838896833.089854,0.00045985962242205467,-0.055933325589439406,23,False
54,-0.0016981567157781244,-0.006441856171777928,0.00014782079134146667,-8.90117356128717e-14,2513109907.151102,-0.00022369627462142245,-0.008215888370836009,30,False
55,0.0009862051186987602,0.0009927780728502444,-0.00012137720923985918,-9.24843177440431e-14,-2963818378.0833244,0.00027410672061429266,0.0021317127029234382,32,False
56,-0.03913763870669623,-0.0024086342179569773,-0.0015397525613603498,-2.1415048647824436e-13,2292367802.399203,-0.0004909116800708533,-0.04357693716608441,25,False
57,0.04586003858147174,0.008316745802226284,0.00118397756954504,1.5828525245712603e-13,3974135954.47201,0.0006290471128525437,0.0559898090660956,40,False
58,0.08324846782460746,-0.005039495856085612,-0.0007793800536683924,-3.146187468841496e-14,930220969.6863089,-2.92664955808065e-05,0.07740032541927265,44,False
59,0.09448482250759138,-0.0019363557422461485,-0.0014016785251686184,1.4574646568451506e-13,478753508.2582744,6.977663176270578e-05,0.09121656487193933,46,False
60,0.09244293641803598,-0.0037759673011906712,0.0005062532111116345,-4.613249681505481e-14,-1342355677.0555818,6.192621899643737e-05,0.08923514854695339,46,False
61,0.05169351151080092,-0.0029821235284956727,-0.00020729839987365716,7.352460496319053e-14,-2939218167.6373267,-0.0002161048546761672,0.048287984727755424,39,False
62,0.02412444789339311,-0.0006533439372115015,1.0405339654027114e-05,2.855185575393915e-13,1739196003.6913226,0.0004965727342522207,0.023978082030087857,35,False
63,0.06282437217334508,-0.000141412292158379,-0.0006936903233014647,-3.491084990928978e-13,-806017083.9365702,0.00028138741441633027,0.062270656972301566,41,False
64,0.022350537411900705,0.010567432565284758,-0.00012759068870054694,2.2486848424777548e-13,-791126102.9394784,-0.0001778993276168501,0.032612479960868065,37,False
65,0.03612367414191103,-0.001820620959554644,-0.0002130750781447578,-1.7090305129065007e-14,994268157.3062538,-1.699234618847708e-05,0.03407298575802315,37,False
66,0.05464884184195499,-0.00377222255459303,-0.0005592625732685097,-1.6778299222316235e-13,1873987360.7421026,-0.0003144232067736967,0.050002933507319755,40,False
67,0.0736923285306806,0.006426793733546087,-0.0009321739233009835,-1.604561580917529e-13,-1870337800.2370071,0.0003001072177598106,0.07948705555868552,44,False
68,0.014719191164716608,-0.0009979397475836473,0.00018937529621515628,7.960078626889093e-14,-2650961478.039479,-0.00021101861802048377,0.013699608095327633,34,False
69,-0.009743687204739754,-0.000371931150658468,0.0010433100192913617,-1.1997475603535063e-13,-584707157.1722206,7.015009853386058e-05,-0.009002158237573,30,False
70,-0.016623837643298188,-0.007785990292634055,-1.7910659942429375e-05,-8.998134687326238e-14,-292912404.80256987,2.6356652700021485e-05,-0.02440138194317465,28,False
71,-0.021313932754084674,-0.0013799804868956692,-0.0006226566548466597,-2.39874497802287e-13,-222218381.06997448,5.330452256159738e-05,-0.023263265373265406,28,False
72,-0.005491204837153934,-0.0003293646926287604,-0.0007109522795534388,1.3120449263436464e-13,3243854441.6315494,0.00042560827619399764,-0.006105913533142136,31,False
73,0.03655888795434375,0.0042950742348157695,0.001476280379906972,-1.1499964340779518e-13,-2244967107.4597783,0.0002581704168201039,0.042588412985886594,38,False
74,-0.03802428345035464,-0.0025673858912050717,0.0009566859482785027,2.564758187372409e-13,-2220300220.3410645,-0.0005694533168544508,-0.04020443671013566,25,False
75,-0.04732961147496238,-0.005962281230526937,-8.474141635242215e-05,9.364623262083988e-14,-1063439887.8155456,-9.958713911265444e-05,-0.053476221260954394,23,False
76,-0.06048957512689978,-0.0023036988836397008,-0.0001547844787032907,1.285903719079246e-13,1892858856.2228603,0.0002434034242909064,-0.06270465506495186,21,False
77,0.007322465355926547,0.0036813482457162456,0.0016498276139253775,-1.6664423377393566e-13,4286397572.8056273,-0.0007143034391706514,0.011939337776397519,33,False
78,0.048074579914036235,0.005048652411567721,-7.879199363248128e-05,-1.776374090907464e-13,-1408635747.2767363,0.00025022640449884684,0.05329466673647032,40,False
79,-0.01575780392745974,0.0037408835022348813,-2.4290181804353777e-05,-7.266989970005909e-14,-4190262253.072178,0.0003045059376476988,-0.011736704669381516,30,False
80,-0.0746272702758696,-0.004737023776926088,0.00028982502243319426,1.0122549049483464e-13,-1983054354.5479436,-0.0002007356497170333,-0.07927520468007952,19,False
81,-0.08455571861938932,0.0027640027466181404,-8.525202864224391e-05,-7.112228739873453e-15,1118976228.5532603,-7.958414891951704e-06,-0.08188492631630538,18,False
82,-0.06547793408137886,0.0033135004529085948,-9.579322832278036e-05,2.780879978806741e-13,-582672336.7966045,-0.00016203418356022158,-0.06242226104035327,22,False
83,-0.09423087889208043,-0.00395466736904354,-0.0002916202319360106,-1.7279295531086137e-13,-1447498347.8297179,0.0002501175173290861,-0.0982270489757309,16,False
84,-0.08969344536895375,0.002594683437175334,0.00033149825299429983,-1.530689563877546e-13,3008516110.05695,-0.00046051042124216443,-0.08722777410002629,18,False
85,-0.020968428992473552,0.005397589099402179,-0.0007743343640299024,1.4113528924139717e-13,2830051090.1589274,0.0003994200791775116,-0.015945754177923765,29,False
86,0.005110311544630112,0.005737727736778326,-0.00030827918007772883,-3.794829371694671e-14,646516956.0567575,-2.453421534142816e-05,0.010515225885989282,33,False
87,0.022688261932507822,-0.0077697088207325385,0.0004991918111757477,-8.024695438283193e-14,2060898043.559928,-0.0001653807912892211,0.01525236413166181,34,False
88,0.05566951294287596,-0.0003242780250508952,-0.0010820106728572862,-1.3449208558858145e-13,91067402.18168662,-1.2247844848549167e-05,0.05425097640011923,40,False
89,0.028182519827043964,-0.003207787609095101,-0.0001384767487161551,1.4224609494219876e-13,-2627345877.2817826,-0.00037372969110581895,0.024462525778126888,35,False
90,-0.015128517973745556,-0.0019998776732789553,0.0003420116324946568,3.611341039929458e-14,-1523844925.404686,-5.503123717602185e-05,-0.016841415251705877,29,False
91,-0.00914452404355486,-0.008476744140275026,-0.0015355258223404844,1.0542584336065467e-13,3118716693.6142845,0.0003287933376272384,-0.018828000668543135,28,False
92,0.032287247239347935,0.005651783504525026,-0.0015670337822894093,-3.211604559842701e-13,-2237338675.6492767,0.0007185447092627647,0.037090541670846314,37,False
93,-0.03236373875968877,0.0001603361219947263,-0.0003637049155006222,-8.637694929507841e-14,-471534951.0768471,4.07297505600221e-05,-0.03252637780263465,26,False
94,0.005805254842213749,0.004201867074965001,0.00025350568032331017,2.1432395913653576e-13,2214843014.075777,0.00047469392364261854,0.010735321521144679,33,False
95,0.016028006931647826,0.0021863506475964267,0.0006788429485282868,9.605854239788995e-14,-1322197579.8327413,-0.00012700837228075086,0.018766192155491787,35,False
96,-0.027028893613764943,-0.0028964901608181473,0.001541013998848054,8.997300146534212e-14,-3125747008.348675,-0.0002812328401624441,-0.02866560261589748,27,False
97,-0.06749724782017427,-0.0025301522883367338,0.0014805157790386582,-2.2742075097880708e-14,-137038515.01695886,3.1165401998177315e-06,-0.06854376778927253,21,False
98,-0.04915630160310283,0.0012000516188566135,0.0006547455357459219,-3.3089368510698864e-14,950275553.6821723,-3.14440179824978e-05,-0.047332948466482797,24,False
99,-0.05207664755489363,-0.004095844822532834,0.00028441480740835554,1.1496931143039413e-14,-1680713684.8525896,-1.932304950591427e-05,-0.05590740061952402,23,False
100,-0.07051272495157415,-0.00046825237156110486,0.00025987044137249627,6.4933163643387e-14,1843372519.5717576,0.00011969600946907555,-0.07060141087229369,20,False
101,-0.012083995038731851,-0.0008140961915351033,0.0002647190415211087,3.767700726274546e-13,2613977974.2071652,0.0009848686711886004,-0.011648503517557245,30,False
102,0.0020562518695877306,-0.004089599338442949,-0.0008736012826690957,8.679951795490372e-15,-1155944901.4430692,-1.003354602276871e-05,-0.002916982297547083,31,False
103,-0.009169461471130567,0.005301710431143168,-0.0005855675362558398,1.1081656955660269e-13,2166536424.6044564,0.00024008813439409306,-0.004213230441849145,31,False
104,0.03502490044956699,0.0005052304055065927,-0.0003814311396694165,2.0315567701292213e-13,-575211933.6976033,-0.00011685756981624868,0.03503184214558792,37,False
105,-0.021255587294569604,-0.003983226192486426,-0.001217884178085335,2.6902024684198774e-13,-4061942897.181121,-0.0010927448808577239,-0.02754944254599909,27,False
106,-0.0792435599331398,-0.008208850100622504,8.297165854431675e-05,6.150271603121695e-14,-1965903875.4879386,-0.00012090842779880357,-0.08749034680301679,18,False
107,-0.08892944999192799,-0.0015788828471228512,-0.00026838216426467495,9.797997114250221e-15,1131345372.5636032,1.1084918695598525e-05,-0.09076563008461992,17,False
108,-0.06960240400237622,0.008075529870531796,-0.0005567792430324719,-4.438688880698283e-15,-543053421.6410905,2.4104451842634648e-06,-0.06208124292969263,22,False
109,-0.06845929971155594,-0.005344734475463409,0.000940769940894656,1.7043209139598406e-13,3757216955.225149,0.0006403503435074736,-0.07222291390261722,20,False
110,0.029093209443636178,0.00191101324814978,0.0005275905839386843,3.3449406756449676e-14,4238545813.3526187,0.00014177684296667856,0.03167359011869132,37,False
111,0.0693750572898373,-0.003993630268498317,-0.0002517658009842164,-2.0705479737686793e-13,1039294801.3458896,-0.00021519097450750538,0.06491447024584726,42,False
112,0.0726087606810411,-0.0028187539153775006,6.677111895589059e-05,-1.547704786879283e-13,-1161783874.2772179,0.0001798098463538009,0.0700365877309733,43,False
