afe_output_relative_time_ui,afe_output_pulse_v_per_pam_unit
-704.0,3.286837895550678e-07
-703.875,3.285524936802699e-07
-703.75,3.284212745675438e-07
-703.625,3.2829013214040147e-07
-703.5,3.281590663227199e-07
-703.375,3.280280770381229e-07
-703.25,3.278971642095135e-07
-703.125,3.2776632776135646e-07
-702.9999999999999,3.2763556761709214e-07
-702.875,3.275048837009695e-07
-702.75,3.2737427593698917e-07
-702.625,3.272437442498414e-07
-702.5,3.271132885634616e-07
-702.375,3.269829088024857e-07
-702.25,3.2685260489169076e-07
-702.1250000000001,3.2672237675590146e-07
-702.0,3.2659222431963623e-07
-701.875,3.2646214750819714e-07
-701.75,3.263321462465337e-07
-701.6249999999999,3.262022204598419e-07
-701.5,3.2607237007340623e-07
-701.375,3.259425950126273e-07
-701.25,3.2581289520278514e-07
-701.125,3.2568327056937395e-07
-701.0,3.255537210380369e-07
-700.875,3.2542424653433957e-07
-700.7500000000001,3.2529484698403743e-07
-700.625,3.251655223130422e-07
-700.5,3.2503627244731236e-07
-700.3749999999999,3.2490709731294005e-07
-700.25,3.247779968361656e-07
-700.125,3.246489709432947e-07
-700.0,3.245200195607127e-07
-699.875,3.2439114261500275e-07
-699.75,3.242623400328222e-07
-699.625,3.2413361174084133e-07
-699.5,3.240049576659552e-07
-699.3750000000001,3.2387637773513825e-07
-699.25,3.2374787187544114e-07
-699.125,3.236194400140339e-07
-698.9999999999999,3.2349108207824806e-07
-698.875,3.2336279799519054e-07
-698.75,3.2323458769228615e-07
-698.625,3.2310645109706037e-07
-698.5,3.2297838813714197e-07
-698.375,3.228503987398668e-07
-698.25,3.2272248283306646e-07
-698.125,3.2259464034428345e-07
-698.0,3.2246687120149837e-07
-697.875,3.2233917533293057e-07
-697.75,3.2221155266665187e-07
-697.6249999999999,3.220840031309297e-07
-697.5,3.2195652665417975e-07
-697.375,3.2182912316509494e-07
-697.25,3.2170179259231893e-07
-697.125,3.2157453486475205e-07
-697.0,3.2144734991102827e-07
-696.875,3.2132023766004416e-07
-696.75,3.2119319804091184e-07
-696.625,3.2106623098218006e-07
-696.5,3.2093933641336424e-07
-696.375,3.208125142633177e-07
-696.2499999999999,3.2068576446138116e-07
-696.125,3.2055908693664265e-07
-696.0,3.2043248161867616e-07
-695.875,3.203059484369929e-07
-695.75,3.2017948732112204e-07
-695.625,3.2005309820135617e-07
-695.5,3.1992678100698395e-07
-695.375,3.198005356683149e-07
-695.25,3.196743621152315e-07
-695.125,3.195482602780929e-07
-695.0,3.194222300871752e-07
-694.8749999999999,3.1929627147274924e-07
-694.75,3.1917038436530443e-07
-694.625,3.190445686953005e-07
-694.5,3.1891882439342083e-07
-694.375,3.1879315139050814e-07
-694.25,3.186675496171018e-07
-694.125,3.1854201900431003e-07
-694.0000000000001,3.184165594830223e-07
-693.875,3.182911709843807e-07
-693.75,3.1816585343945413e-07
-693.625,3.1804060677949084e-07
-693.4999999999999,3.1791543093592e-07
-693.375,3.1779032584001925e-07
-693.25,3.1766529142345504e-07
-693.125,3.175403276177903e-07
-693.0,3.1741543435466836e-07
-692.875,3.172906115658125e-07
-692.75,3.171658591832521e-07
-692.6250000000001,3.170411771386863e-07
-692.5,3.169165653641158e-07
-692.375,3.167920237917072e-07
-692.2499999999999,3.166675523537488e-07
-692.1249999999999,3.1654315098237176e-07
-692.0,3.16418819610103e-07
-691.875,3.1629455816954344e-07
-691.75,3.1617036659311784e-07
-691.625,3.16046244813862e-07
-691.5,3.1592219276428656e-07
-691.375,3.1579821037747624e-07
-691.2500000000001,3.1567429758616717e-07
-691.125,3.1555045432367553e-07
-691.0,3.1542668052282694e-07
-690.8749999999999,3.1530297611698565e-07
-690.75,3.1517934103927923e-07
-690.625,3.1505577522320927e-07
-690.5,3.1493227860227646e-07
-690.375,3.148088511100389e-07
-690.25,3.1468549267987314e-07
-690.125,3.1456220324559893e-07
-690.0,3.1443898274111933e-07
-689.875,3.143158311000369e-07
-689.75,3.14192748256556e-07
-689.625,3.1406973414457205e-07
-689.4999999999999,3.1394678869843385e-07
-689.375,3.138239118522043e-07
-689.25,3.137011035404907e-07
-689.125,3.135783636976474e-07
-689.0,3.134556922582606e-07
-688.875,3.1333308915664646e-07
-688.75,3.1321055432764593e-07
-688.625,3.130880877058795e-07
-688.5,3.129656892260321e-07
-688.375,3.128433588229212e-07
-688.25,3.127210964317252e-07
-688.1249999999999,3.125989019873299e-07
-688.0,3.1247677542479904e-07
-687.875,3.1235471667999897e-07
-687.75,3.122327256879122e-07
-687.625,3.12110802383904e-07
-687.5,3.119889467035226e-07
-687.375,3.1186715858247567e-07
-687.25,3.117454379563632e-07
-687.125,3.1162378476089525e-07
-687.0,3.1150219893213894e-07
-686.875,3.11380680405827e-07
-686.7499999999999,3.1125922911809403e-07
-686.625,3.111378450052588e-07
-686.5,3.1101652800342307e-07
-686.375,3.108952780488157e-07
-686.25,3.107740950778351e-07
-686.125,3.106529790267786e-07
-686.0,3.105319298321093e-07
-685.875,3.1041094743047065e-07
-685.75,3.1029003175842273e-07
-685.625,3.1016918275267615e-07
-685.5,3.100484003501909e-07
-685.3749999999999,3.0992768448780615e-07
-685.25,3.0980703510235126e-07
