tx_relative_time_ui,tx_pulse_v_per_pam_unit,channel_relative_time_ui,channel_pulse_v_per_pam_unit
-495.25,-2.009776283414038e-15,-525.5000000000001,9.765461110334272e-08
-495.1249999999999,2.011586416169332e-15,-525.375,9.762005110966044e-08
-494.9999999999999,-2.012787475695816e-15,-525.25,9.758550319764924e-08
-494.87499999999994,2.0145175052673906e-15,-525.1250000000001,9.7550967359023e-08
-494.74999999999994,-2.0163314117038416e-15,-525.0000000000001,9.75164435854404e-08
-494.62499999999994,2.017680890495532e-15,-524.8750000000001,9.748193186864507e-08
-494.4999999999999,-2.019132561139643e-15,-524.75,9.744743220034181e-08
-494.3749999999999,2.0210507869076458e-15,-524.625,9.74129445722684e-08
-494.24999999999994,-2.022489371757384e-15,-524.5,9.737846897611389e-08
-494.12499999999994,2.023970486978165e-15,-524.3750000000001,9.734400540356801e-08
-493.99999999999994,-2.025666720860876e-15,-524.2500000000001,9.73095538464474e-08
-493.875,2.0273403999884983e-15,-524.1250000000001,9.727511429649846e-08
-493.7499999999999,-2.0285390317794665e-15,-524.0,9.724068674543643e-08
-493.62499999999994,2.0306090468792925e-15,-523.875,9.720627118508585e-08
-493.49999999999994,-2.0320780513500175e-15,-523.7500000000001,9.717186760715128e-08
-493.37499999999994,2.0335644728633425e-15,-523.6250000000001,9.713747600337225e-08
-493.24999999999994,-2.0352900788999914e-15,-523.5000000000001,9.710309636554356e-08
-493.1249999999999,2.036891831462696e-15,-523.375,9.706872868555365e-08
-492.9999999999999,-2.0386612375624167e-15,-523.25,9.703437295509805e-08
-492.87499999999994,2.0400136284177654e-15,-523.125,9.700002916598072e-08
-492.74999999999994,-2.0420076579402497e-15,-523.0000000000001,9.696569731008959e-08
-492.62499999999994,2.04344942214139e-15,-522.8750000000001,9.693137737916989e-08
-492.5,-2.044716944321144e-15,-522.7500000000001,9.689706936505885e-08
-492.3749999999999,2.0469144167072626e-15,-522.625,9.68627732596698e-08
-492.24999999999994,-2.048066200596265e-15,-522.5,9.682848905480503e-08
-492.12499999999994,2.04999597454055e-15,-522.3750000000001,9.679421674230115e-08
-491.99999999999994,-2.0511581965467392e-15,-522.2500000000001,9.675995631403932e-08
-491.87499999999994,2.0534138949261307e-15,-522.1250000000001,9.672570776187699e-08
-491.7499999999999,-2.0543239166653504e-15,-522.0,9.669147107769738e-08
-491.6249999999999,2.0565053474228194e-15,-521.875,9.665724625335143e-08
-491.49999999999994,-2.0580360062265317e-15,-521.7500000000001,9.662303328076595e-08
-491.37499999999994,2.0596027900668217e-15,-521.6250000000001,9.658883215175784e-08
-491.24999999999994,-2.0611633348262553e-15,-521.5000000000001,9.655464285825885e-08
-491.1249999999999,2.0629418692422443e-15,-521.375,9.652046539216492e-08
-490.9999999999999,-2.0645383298355546e-15,-521.25,9.648629974533652e-08
-490.87499999999994,2.066064348098839e-15,-521.125,9.645214590970974e-08
-490.74999999999994,-2.0679038449178563e-15,-521.0000000000001,9.641800387719496e-08
-490.62499999999994,2.0692462474437165e-15,-520.8750000000001,9.638387363966933e-08
-490.5,-2.071242662265412e-15,-520.7500000000001,9.634975518907096e-08
-490.3749999999999,2.072522757547664e-15,-520.625,9.631564851735917e-08
-490.2499999999999,-2.074576241601599e-15,-520.5,9.628155361649253e-08
-490.12499999999994,2.075858418515528e-15,-520.3750000000001,9.624747047842566e-08
-489.99999999999994,-2.077785517853051e-15,-520.2500000000001,9.621339909504726e-08
-489.87499999999994,2.079298403076701e-15,-520.1250000000001,9.617933945846757e-08
-489.7499999999999,-2.0811996788462117e-15,-520.0,9.614529156055193e-08
-489.6249999999999,2.0825079136816682e-15,-519.875,9.611125539342901e-08
-489.49999999999994,-2.0842360407980957e-15,-519.75,9.60772309489912e-08
-489.37499999999994,2.0860827458554097e-15,-519.6250000000001,9.604321821931432e-08
-489.24999999999994,-2.0875181314825083e-15,-519.5000000000001,9.600921719636062e-08
-489.125,2.0892372350488073e-15,-519.3750000000001,9.597522787212846e-08
-488.9999999999999,-2.0911079318464786e-15,-519.25,9.594125023873582e-08
-488.87499999999994,2.0923623964143234e-15,-519.125,9.590728428811702e-08
-488.74999999999994,-2.0943091315128917e-15,-519.0000000000001,9.587333001229772e-08
-488.62499999999994,2.0960959007548632e-15,-518.8750000000001,9.583938740331665e-08
-488.49999999999994,-2.0973539615624764e-15,-518.7500000000001,9.580545645324937e-08
-488.3749999999999,2.0995121555848154e-15,-518.625,9.577153715411368e-08
-488.2499999999999,-2.1007338969260787e-15,-518.5,9.573762949798198e-08
-488.12499999999994,2.1029880788594872e-15,-518.375,9.570373347694143e-08
-487.99999999999994,-2.1038375521187955e-15,-518.2500000000001,9.566984908303188e-08
-487.87499999999994,2.106464748861117e-15,-518.1250000000001,9.563597630834418e-08
-487.75,-2.1073131392977057e-15,-518.0000000000001,9.560211514502492e-08
-487.6249999999999,2.109493299468919e-15,-517.875,9.556826558512912e-08
-487.49999999999994,-2.111077896016206e-15,-517.75,9.553442762076451e-08
-487.37499999999994,2.1127300306268457e-15,-517.6250000000001,9.55006012440519e-08
-487.24999999999994,-2.1143936137919792e-15,-517.5000000000001,9.54667864471173e-08
-487.12499999999994,2.1160939441249534e-15,-517.3750000000001,9.543298322204366e-08
-486.9999999999999,-2.1178036789799803e-15,-517.25,9.539919156099083e-08
-486.8749999999999,2.119477973997691e-15,-517.125,9.53654114560486e-08
-486.74999999999994,-2.121158755096912e-15,-517.0000000000001,9.533164289934351e-08
-486.62499999999994,2.1228190450059344e-15,-516.8750000000001,9.529788588304288e-08
-486.49999999999994,-2.124758871776047e-15,-516.7500000000001,9.526414039930919e-08
-486.3749999999999,2.1259325349618978e-15,-516.625,9.52304064402433e-08
-486.2499999999999,-2.128321329248984e-15,-516.5,9.519668399803696e-08
-486.12499999999994,2.1293066476803227e-15,-516.375,9.516297306488551e-08
-485.99999999999994,-2.131727212637677e-15,-516.2500000000001,9.512927363289456e-08
-485.87499999999994,2.1327879001436386e-15,-516.1250000000001,9.509558569430613e-08
-485.75,-2.134980203724325e-15,-516.0000000000001,9.506190924130773e-08
-485.6249999999999,2.136428045141454e-15,-515.875,9.502824426609488e-08
-485.4999999999999,-2.1381053051092296e-15,-515.75,9.499459076084227e-08
-485.37499999999994,2.1401185107787375e-15,-515.6250000000001,9.496094871782547e-08
-485.24999999999994,-2.141426052287884e-15,-515.5000000000001,9.492731812923594e-08
-485.12499999999994,2.1435581582234217e-15,-515.3750000000001,9.489369898727286e-08
-484.9999999999999,-2.144935380485159e-15,-515.25,9.486009128423459e-08
-484.8749999999999,2.146983504410663e-15,-515.125,9.482649501231534e-08
-484.74999999999994,-2.148439639167756e-15,-515.0,9.479291016374104e-08
-484.62499999999994,2.1502426955597993e-15,-514.8750000000001,9.475933673079268e-08
-484.49999999999994,-2.1518407752001846e-15,-514.7500000000001,9.472577470570506e-08
-484.375,2.1537706884258523e-15,-514.6250000000001,9.469222408071601e-08
-484.2499999999999,-2.1552375620552473e-15,-514.5,9.465868484808472e-08
-484.12499999999994,2.157261261990703e-15,-514.375,9.462515700013972e-08
-483.99999999999994,-2.1588470950476362e-15,-514.2500000000001,9.459164052908277e-08
-483.87499999999994,2.160464959288263e-15,-514.1250000000001,9.45581354272409e-08
-483.74999999999994,-2.162457893424737e-15,-514.0000000000001,9.452464168688521e-08
-483.6249999999999,2.163950738975695e-15,-513.875,9.449115930027402e-08
-483.4999999999999,-2.166250561149347e-15,-513.75,9.445768825980802e-08
-483.37499999999994,2.167243519065394e-15,-513.625,9.442422855771019e-08
-483.24999999999994,-2.1697313282928735e-15,-513.5000000000001,9.439078018634681e-08
-483.12499999999994,2.1706466374309913e-15,-513.3750000000001,9.435734313810589e-08
-482.9999999999999,-2.173148557488596e-15,-513.25,9.432391740536008e-08
-482.8749999999999,2.174310767872251e-15,-513.125,9.429050298027834e-08
-482.74999999999994,-2.1765392482849152e-15,-513.0,9.425709985544929e-08
-482.62499999999994,2.1778411311729834e-15,-512.8750000000001,9.422370802331686e-08
-482.49999999999994,-2.1798862228908836e-15,-512.7500000000001,9.41903274761209e-08
-482.37499999999994,2.1814603302516286e-15,-512.6250000000001,9.41569582062929e-08
-482.2499999999999,-2.183440131161384e-15,-512.5,9.41236002062685e-08
-482.1249999999999,2.1850855739939596e-15,-512.375,9.409025346830675e-08
-481.99999999999994,-2.186893572675133e-15,-512.2500000000001,9.405691798479097e-08
-481.87499999999994,2.1884712438866786e-15,-512.1250000000001,9.40235937483207e-08
-481.74999999999994,-2.190515280732163e-15,-512.0000000000001,9.399028075098781e-08
-481.6249999999999,2.192026226362357e-15,-511.875,9.395697898531928e-08
-481.4999999999999,-2.1940026013640187e-15,-511.75000000000006,9.392368844399334e-08
-481.37499999999994,2.1956226342628315e-15,-511.62500000000006,9.38904091191571e-08
-481.24999999999994,-2.197545561444163e-15,-511.50000000000006,9.385714100311852e-08
-481.12499999999994,2.1992024442156288e-15,-511.3750000000001,9.382388408853702e-08
-481.0,-2.200931000010654e-15,-511.2500000000001,9.37906383676805e-08
-480.8749999999999,2.2029568919928275e-15,-511.125,9.375740383302837e-08
-480.74999999999994,-2.2045653337337937e-15,-511.00000000000006,9.372418047716048e-08
-480.62499999999994,2.2059752760823807e-15,-510.87500000000006,9.369096829233713e-08
-480.49999999999994,-2.209174382860998e-15,-510.75000000000006,9.3657767270854e-08
-480.37499999999994,2.2086109974642366e-15,-510.6250000000001,9.362457740551227e-08
-480.2499999999999,-2.2128713538951058e-15,-510.5,9.359139868873867e-08
-480.1249999999999,2.2122193480954823e-15,-510.37500000000006,9.355823111279631e-08
-479.99999999999994,-2.216545898036053e-15,-510.25000000000006,9.35250746704216e-08
-479.87499999999994,2.2158483864501944e-15,-510.12500000000006,9.349192935399482e-08
-479.74999999999994,-2.2197819223650768e-15,-510.0000000000001,9.345879515592566e-08
-479.625,2.2200415795477344e-15,-509.8750000000001,9.342567206880056e-08
-479.4999999999999,-2.2225175254227617e-15,-509.75000000000006,9.339256008500248e-08
-479.37499999999994,2.2243350072259184e-15,-509.62500000000006,9.335945919722982e-08
-479.24999999999994,-2.2259693949442183e-15,-509.50000000000006,9.332636939786077e-08
-479.12499999999994,2.2279509853054253e-15,-509.37500000000006,9.32932906795896e-08
-478.99999999999994,-2.22960166754039e-15,-509.2500000000001,9.326022303481406e-08
-478.8749999999999,2.2314302382940323e-15,-509.125,9.32271664561758e-08
-478.7499999999999,-2.2333775130525833e-15,-509.00000000000006,9.319412093626114e-08
-478.62499999999994,2.234942561803667e-15,-508.87500000000006,9.316108646760732e-08
-478.49999999999994,-2.237024835326614e-15,-508.75000000000006,9.312806304273367e-08
-478.37499999999994,2.23859466674795e-15,-508.6250000000001,9.309505065417901e-08
-478.2499999999999,-2.2406565534111145e-15,-508.5,9.306204929466169e-08
-478.1249999999999,2.2420730872587573e-15,-508.37500000000006,9.302905895664133e-08
-477.99999999999994,-2.2445051240636564e-15,-508.25000000000006,9.29960796328113e-08
-477.87499999999994,2.2456692664153583e-15,-508.12500000000006,9.296311131572595e-08
-477.74999999999994,-2.24820752026222e-15,-508.00000000000006,9.293015399795814e-08
-477.62499999999994,2.2494014824307376e-15,-507.8750000000001,9.289720767215927e-08
-477.4999999999999,-2.251601510934842e-15,-507.75,9.286427233107386e-08
-477.3749999999999,2.253284443577608e-15,-507.62500000000006,9.283134796709552e-08
-477.24999999999994,-2.255267079104379e-15,-507.50000000000006,9.279843457301242e-08
-477.12499999999994,2.2569939395395858e-15,-507.37500000000006,9.276553214138182e-08
-476.99999999999994,-2.258777128475517e-15,-507.2500000000001,9.273264066485847e-08
-476.8749999999999,2.2606200497183077e-15,-507.125,9.269976013607343e-08
-476.7499999999999,-2.262549966430735e-15,-507.00000000000006,9.266689054770694e-08
-476.62499999999994,2.2642339999775484e-15,-506.87500000000006,9.263403189236238e-08
-476.49999999999994,-2.2664909886326797e-15,-506.75000000000006,9.260118416273225e-08
-476.37499999999994,2.2675260372363583e-15,-506.6250000000001,9.256834735151914e-08
-476.25,-2.270280047772093e-15,-506.5000000000001,9.253552145132046e-08
-476.1249999999999,2.2711822710431368e-15,-506.375,9.250270645489724e-08
-475.99999999999994,-2.274020711580635e-15,-506.25000000000006,9.246990235491645e-08
-475.87499999999994,2.274945070164885e-15,-506.12500000000006,9.243710914399492e-08
-475.74999999999994,-2.2776434364661546e-15,-506.00000000000006,9.240432681488137e-08
-475.62499999999994,2.2786096464131972e-15,-505.8750000000001,9.237155536027314e-08
-475.4999999999999,-2.281223088589498e-15,-505.75,9.233879477285407e-08
-475.3749999999999,2.282617785368913e-15,-505.62500000000006,9.230604504534794e-08
-475.24999999999994,-2.2848528058494667e-15,-505.50000000000006,9.227330617040351e-08
-475.12499999999994,2.286407868331904e-15,-505.37500000000006,9.224057814080549e-08
-474.99999999999994,-2.288466630304714e-15,-505.2500000000001,9.220786094922761e-08
-474.875,2.2902735161905534e-15,-505.1250000000001,9.217515458851936e-08
-474.7499999999999,-2.292181025070437e-15,-505.00000000000006,9.214245905134965e-08
-474.62499999999994,2.294125677353749e-15,-504.87500000000006,9.210977433039507e-08
-474.49999999999994,-2.2959502655218513e-15,-504.75000000000006,9.207710041863295e-08
-474.37499999999994,2.2976558814679344e-15,-504.62500000000006,9.204443730869664e-08
-474.24999999999994,-2.2998013475390807e-15,-504.5000000000001,9.201178499335387e-08
-474.1249999999999,2.3014482691255874e-15,-504.375,9.197914346540728e-08
-473.9999999999999,-2.3035714874326043e-15,-504.25000000000006,9.194651271768343e-08
-473.87499999999994,2.3051262877995194e-15,-504.12500000000006,9.191389274291304e-08
-473.74999999999994,-2.3073609943543677e-15,-504.00000000000006,9.18812835339383e-08
-473.62499999999994,2.3087839053913327e-15,-503.8750000000001,9.184868508357566e-08
-473.4999999999999,-2.311118424772068e-15,-503.75,9.181609738449604e-08
-473.3749999999999,2.3128536882035182e-15,-503.62500000000006,9.178352042963064e-08
-473.24999999999994,-2.3147668135214188e-15,-503.50000000000006,9.175095421185975e-08
-473.12499999999994,2.3166583548835124e-15,-503.37500000000006,9.17183987238594e-08
-472.99999999999994,-2.3184987981606485e-15,-503.25000000000006,9.168585395851668e-08
-472.875,2.320533220174378e-15,-503.1250000000001,9.165331990863393e-08
-472.7499999999999,-2.322149685284397e-15,-503.0,9.162079656704437e-08
-472.6249999999999,2.324724577709106e-15,-502.87500000000006,9.158828392662369e-08
-472.49999999999994,-2.3258806482096014e-15,-502.75000000000006,9.155578198022469e-08
-472.37499999999994,2.3280874325870398e-15,-502.62500000000006,9.152329072064905e-08
-472.24999999999994,-2.3298923257446193e-15,-502.5000000000001,9.1490810140815e-08
-472.1249999999999,2.331897744499176e-15,-502.375,9.14583402336286e-08
-471.9999999999999,-2.3337743537808672e-15,-502.25000000000006,9.142588099195854e-08
-471.87499999999994,2.335691751185002e-15,-502.12500000000006,9.139343240865262e-08
-471.74999999999994,-2.3377614176810295e-15,-502.00000000000006,9.136099447668813e-08
-471.62499999999994,2.3391251018030606e-15,-501.8750000000001,9.132856718892218e-08
-471.5,-2.3416528774342666e-15,-501.7500000000001,9.129615053819738e-08
-471.3749999999999,2.3433124301886843e-15,-501.625,9.126374451753922e-08
-471.24999999999994,-2.3454545369110994e-15,-501.50000000000006,9.123134911970917e-08
-471.12499999999994,2.3470569022345807e-15,-501.37500000000006,9.119896433773232e-08
-470.99999999999994,-2.3493011517916947e-15,-501.25000000000006,9.116659016448065e-08
-470.87499999999994,2.3510112433354034e-15,-501.1250000000001,9.113422659291977e-08
-470.7499999999999,-2.3530027924773337e-15,-501.0,9.110187361594335e-08
-470.6249999999999,2.3549076405729338e-15,-500.87500000000006,9.106953122647475e-08
-470.49999999999994,-2.357109104761436e-15,-500.75000000000006,9.10371994175252e-08
-470.37499999999994,2.358692293703553e-15,-500.62500000000006,9.100487818198013e-08
-470.24999999999994,-2.360954381018635e-15,-500.5000000000001,9.097256751289e-08
-470.125,2.362651923098713e-15,-500.3750000000001,9.094026740310951e-08
-469.9999999999999,-2.3647855598770536e-15,-500.25000000000006,9.090797784565819e-08
-469.87499999999994,2.366469017168655e-15,-500.12500000000006,9.087569883351817e-08
-469.74999999999994,-2.3687414553105087e-15,-500.00000000000006,9.08434303596436e-08
-469.62499999999994,2.370490319002606e-15,-499.87500000000006,9.081117241707728e-08
-469.49999999999994,-2.3724760290911326e-15,-499.7500000000001,9.077892499874683e-08
-469.3749999999999,2.374314484738802e-15,-499.625,9.07466880976979e-08
-469.2499999999999,-2.3765001212977115e-15,-499.50000000000006,9.071446170693075e-08
-469.12499999999994,2.378156498493802e-15,-499.37500000000006,9.068224581947136e-08
-468.99999999999994,-2.3804723080210996e-15,-499.25000000000006,9.065004042829735e-08
-468.87499999999994,2.382133102697784e-15,-499.1250000000001,9.061784552646902e-08
-468.7499999999999,-2.384368283679811e-15,-499.0,9.058566110699936e-08
-468.6249999999999,2.3860335726616506e-15,-498.87500000000006,9.055348716291021e-08
-468.49999999999994,-2.3885908245450516e-15,-498.75000000000006,9.052132368725065e-08
-468.37499999999994,2.3899888656988856e-15,-498.62500000000006,9.048917067302859e-08
-468.24999999999994,-2.3921365278928757e-15,-498.50000000000006,9.04570281133405e-08
-468.125,2.3940921403790006e-15,-498.3750000000001,9.042489600122351e-08
-467.9999999999999,-2.3961838571590755e-15,-498.25,9.039277432973831e-08
-467.8749999999999,2.3979088682465533e-15,-498.12500000000006,9.036066309191781e-08
-467.74999999999994,-2.4002242127426037e-15,-498.00000000000006,9.032856228083985e-08
-467.62499999999994,2.4018466583144097e-15,-497.87500000000006,9.029647188962815e-08
-467.49999999999994,-2.4039538362999493e-15,-497.7500000000001,9.026439191132043e-08
-467.3749999999999,2.405939886295973e-15,-497.625,9.023232233903956e-08
-467.2499999999999,-2.4081927668463184e-15,-497.50000000000006,9.020026316581242e-08
-467.12499999999994,2.4099036774684697e-15,-497.37500000000006,9.016821438478526e-08
-466.99999999999994,-2.4119242039692073e-15,-497.25000000000006,9.01361759890447e-08
-466.87499999999994,2.4140498089906902e-15,-497.1250000000001,9.01041479717949e-08
-466.75,-2.4161485032768042e-15,-497.0000000000001,9.007213032606817e-08
-466.6249999999999,2.4179137933308054e-15,-496.875,9.004012304503899e-08
-466.49999999999994,-2.419733904659784e-15,-496.75000000000006,9.000812612189232e-08
-466.37499999999994,2.4224939374739523e-15,-496.62500000000006,8.997613954968277e-08
-466.24999999999994,-2.4237626451070832e-15,-496.50000000000006,8.994416332153634e-08
-466.12499999999994,2.4257464198379805e-15,-496.3750000000001,8.991219743065979e-08
-465.9999999999999,-2.4282306327391766e-15,-496.25,8.988024187020999e-08
-465.8749999999999,2.43018261833631e-15,-496.12500000000006,8.984829663327423e-08
-465.74999999999994,-2.4319299646300357e-15,-496.00000000000006,8.981636171310592e-08
-465.62499999999994,2.4338230131267567e-15,-495.87500000000006,8.978443710276274e-08
-465.49999999999994,-2.436714747889748e-15,-495.7500000000001,8.975252279540373e-08
-465.375,2.4375331564047394e-15,-495.6250000000001,8.972061878426181e-08
-465.2499999999999,-2.4403662349439263e-15,-495.50000000000006,8.968872506258878e-08
-465.12499999999994,2.4423417162420448e-15,-495.37500000000006,8.965684162343955e-08
-464.99999999999994,-2.4443199287030565e-15,-495.25000000000006,8.962496846003666e-08
-464.87499999999994,2.445763385532623e-15,-495.12500000000006,8.959310556558428e-08
-464.74999999999994,-2.4482981488075964e-15,-495.0000000000001,8.956125293330019e-08
-464.6249999999999,2.450582385695057e-15,-494.875,8.952941055638807e-08
-464.4999999999999,-2.4521691234438692e-15,-494.75000000000006,8.949757842804318e-08
-464.37499999999994,2.4540458126227255e-15,-494.62500000000006,8.94657565415318e-08
-464.24999999999994,-2.4568963478163664e-15,-494.50000000000006,8.943394489005269e-08
-464.12499999999994,2.4580467512321266e-15,-494.3750000000001,8.940214346686868e-08
-463.9999999999999,-2.460808746805332e-15,-494.25,8.937035226524485e-08
-463.8749999999999,2.462341801806926e-15,-494.12500000000006,8.933857127835302e-08
-463.74999999999994,-2.4652150406309593e-15,-494.00000000000006,8.930680049948895e-08
-463.62499999999994,2.4661154070098053e-15,-493.87500000000006,8.927503992191343e-08
-463.49999999999994,-2.469107991762245e-15,-493.75000000000006,8.924328953891276e-08
-463.375,2.4706284713584027e-15,-493.6250000000001,8.92115493437319e-08
-463.2499999999999,-2.473009810388362e-15,-493.5,8.917981932964058e-08
-463.1249999999999,2.4746780587028703e-15,-493.37500000000006,8.914809948989494e-08
-462.99999999999994,-2.4772106158047554e-15,-493.25000000000006,8.911638981782345e-08
-462.87499999999994,2.4788094024657333e-15,-493.12500000000006,8.908469030669302e-08
-462.74999999999994,-2.4811934360381537e-15,-493.0000000000001,8.90530009497827e-08
-462.6249999999999,2.4830674536249338e-15,-492.875,8.902132174042318e-08
-462.4999999999999,-2.485494366532795e-15,-492.75000000000006,8.89896526718815e-08
-462.37499999999994,2.4871305091313247e-15,-492.62500000000006,8.89579937374143e-08
-462.24999999999994,-2.4895324301936054e-15,-492.50000000000006,8.892634493045193e-08
-462.12499999999994,2.4914098838286307e-15,-492.3750000000001,8.889470624424238e-08
-462.0,-2.4937845753595687e-15,-492.2500000000001,8.886307767209412e-08
-461.8749999999999,2.4954213100656127e-15,-492.12500000000006,8.883145920736152e-08
-461.74999999999994,-2.498036117801429e-15,-492.00000000000006,8.879985084337821e-08
-461.62499999999994,2.4995613658013968e-15,-491.87500000000006,8.876825257344536e-08
-461.49999999999994,-2.5020686703067843e-15,-491.75000000000006,8.87366643909594e-08
-461.37499999999994,2.503856259901655e-15,-491.6250000000001,8.870508628930304e-08
-461.2499999999999,-2.5063010586660176e-15,-491.5,8.867351826173121e-08
-461.1249999999999,2.508010952769388e-15,-491.37500000000006,8.864196030169461e-08
-460.99999999999994,-2.510383949046894e-15,-491.25000000000006,8.861041240255905e-08
-460.87499999999994,2.5122727479528973e-15,-491.12500000000006,8.857887455769907e-08
-460.74999999999994,-2.5146476154137615e-15,-491.0000000000001,8.854734676051812e-08
-460.625,2.5165836836895593e-15,-490.8750000000001,8.851582900437271e-08
-460.4999999999999,-2.5185142558857535e-15,-490.75000000000006,8.848432128271415e-08
-460.37499999999994,2.5208949756025995e-15,-490.62500000000006,8.845282358885983e-08
-460.24999999999994,-2.522889756806159e-15,-490.50000000000006,8.842133591626262e-08
-460.12499999999994,2.525100069753852e-15,-490.37500000000006,8.838985825829871e-08
-459.99999999999994,-2.5271698014267035e-15,-490.2500000000001,8.835839060836626e-08
-459.8749999999999,2.529363773688694e-15,-490.125,8.832693295987963e-08
-459.7499999999999,-2.53128012278729e-15,-490.00000000000006,8.829548530621816e-08
-459.62499999999994,2.5335549215997798e-15,-489.87500000000006,8.826404764082348e-08
-459.49999999999994,-2.535900456055452e-15,-489.75000000000006,8.823261995710226e-08
-459.37499999999994,2.5378029989840736e-15,-489.6250000000001,8.820120224854295e-08
-459.2499999999999,-2.5400083154463927e-15,-489.5,8.816979450852005e-08
-459.1249999999999,2.5420883718823138e-15,-489.37500000000006,8.813839673051807e-08
-458.99999999999994,-2.5442505464182025e-15,-489.25000000000006,8.810700890799415e-08
-458.87499999999994,2.5463187753897594e-15,-489.12500000000006,8.807563103440555e-08
-458.74999999999994,-2.548521725499584e-15,-489.00000000000006,8.804426310325102e-08
-458.625,2.5505635036941555e-15,-488.8750000000001,8.801290510799683e-08
-458.4999999999999,-2.5528084892407123e-15,-488.75,8.798155704213266e-08
-458.3749999999999,2.5548718467280224e-15,-488.62500000000006,8.795021889908764e-08
-458.24999999999994,-2.5571801404027705e-15,-488.50000000000006,8.791889067243524e-08
-458.12499999999994,2.5591356613556247e-15,-488.37500000000006,8.788757235555624e-08
-457.99999999999994,-2.5614299197273305e-15,-488.2500000000001,8.785626394204674e-08
-457.8749999999999,2.5635732282999588e-15,-488.125,8.782496542537592e-08
-457.7499999999999,-2.5657729834278177e-15,-488.00000000000006,8.77936767990448e-08
-457.62499999999994,2.5678579402589174e-15,-487.87500000000006,8.776239805657123e-08
-457.49999999999994,-2.5699652308104906e-15,-487.75000000000006,8.773112919146849e-08
-457.37499999999994,2.5723503156321304e-15,-487.6250000000001,8.769987019729887e-08
-457.25,-2.5741027726045636e-15,-487.5000000000001,8.766862106750071e-08
-457.1249999999999,2.5767843238043425e-15,-487.37500000000006,8.763738179565918e-08
-456.99999999999994,-2.578582563337079e-15,-487.25000000000006,8.760615237526894e-08
-456.87499999999994,2.5809088636038205e-15,-487.12500000000006,8.757493279992769e-08
-456.74999999999994,-2.583219855426293e-15,-487.00000000000006,8.754372306316505e-08
-456.62499999999994,2.58521416901092e-15,-486.8750000000001,8.751252315848888e-08
-456.4999999999999,-2.5877325052711314e-15,-486.75,8.748133307943467e-08
-456.3749999999999,2.5892273169355706e-15,-486.62500000000006,8.745015281955047e-08
-456.24999999999994,-2.5922304045717422e-15,-486.50000000000006,8.741898237246569e-08
-456.12499999999994,2.5936366890394497e-15,-486.37500000000006,8.738782173175735e-08
-455.99999999999994,-2.5965053322954268e-15,-486.2500000000001,8.735667089097825e-08
-455.875,2.5982037318882806e-15,-486.1250000000001,8.732552984363933e-08
-455.7499999999999,-2.600534088345178e-15,-486.00000000000006,8.729439858336585e-08
-455.62499999999994,2.6028206974664354e-15,-485.87500000000006,8.726327710378383e-08
-455.49999999999994,-2.6050403626507736e-15,-485.75000000000006,8.723216539846235e-08
-455.37499999999994,2.607224993297797e-15,-485.62500000000006,8.720106346101985e-08
-455.24999999999994,-2.609416990831673e-15,-485.5000000000001,8.716997128506075e-08
-455.1249999999999,2.6115671614692078e-15,-485.375,8.71388888642212e-08
-454.9999999999999,-2.613726340328503e-15,-485.25000000000006,8.710781619206457e-08
-454.87499999999994,2.6161075753074616e-15,-485.12500000000006,8.707675326230232e-08
-454.74999999999994,-2.6182559819741812e-15,-485.00000000000006,8.704570006850369e-08
-454.62499999999994,2.6203649520456293e-15,-484.8750000000001,8.70146566043146e-08
-454.4999999999999,-2.622824516537911e-15,-484.75,8.698362286341262e-08
-454.3749999999999,2.624703504195942e-15,-484.62500000000006,8.695259883941429e-08
-454.24999999999994,-2.627374925595083e-15,-484.50000000000006,8.692158452597445e-08
-454.12499999999994,2.629164965860344e-15,-484.37500000000006,8.689057991670866e-08
-453.99999999999994,-2.6319644480952838e-15,-484.2500000000001,8.685958500533765e-08
-453.875,2.6335139178784144e-15,-484.1250000000001,8.682859978547855e-08
-453.7499999999999,-2.636425165934726e-15,-484.0,8.6797624250766e-08
-453.62499999999994,2.6380187325357698e-15,-483.87500000000006,8.676665839494076e-08
-453.49999999999994,-2.6405566350060007e-15,-483.75000000000006,8.673570221160764e-08
-453.37499999999994,2.6428930459294e-15,-483.62500000000006,8.670475569449852e-08
-453.24999999999994,-2.6449511571263453e-15,-483.5000000000001,8.667381883726445e-08
-453.1249999999999,2.647399620756013e-15,-483.375,8.664289163361983e-08
-452.9999999999999,-2.6493868817594785e-15,-483.25000000000006,8.661197407723213e-08
-452.87499999999994,2.651969734934779e-15,-483.12500000000006,8.65810661618247e-08
-452.74999999999994,-2.653785293182412e-15,-483.00000000000006,8.655016788113438e-08
-452.62499999999994,2.6566706601575865e-15,-482.8750000000001,8.651927922886088e-08
-452.5,-2.6584698071295884e-15,-482.7500000000001,8.648840019869586e-08
-452.3749999999999,2.6609383796604227e-15,-482.62500000000006,8.645753078438803e-08
-452.24999999999994,-2.6629770123591898e-15,-482.50000000000006,8.642667097963e-08
-452.12499999999994,2.665454584629952e-15,-482.37500000000006,8.63958207782471e-08
-451.99999999999994,-2.667616805313068e-15,-482.25000000000006,8.63649801739386e-08
-451.87499999999994,2.669854791501235e-15,-482.1250000000001,8.63341491604618e-08
-451.7499999999999,-2.672380382298189e-15,-482.0,8.630332773152033e-08
