symbol_index,normalized_pam4_symbol,tx_center_sample_v,channel_center_sample_v
9871,1.0,0.15135840420100025,-0.009931973815802159
9897,-3.0,-0.44999996788195534,-0.1857174505894462
9922,3.0,0.44660101318893564,0.10958983415313679
9948,-1.0,-0.14795938660620078,0.03379872267193691
9974,-1.0,-0.15135852054707982,0.01602156479020523
9999,3.0,0.44438964572062006,-0.012964288483538425
10025,1.0,0.1481297958065629,-0.11975172002387588
10050,3.0,0.4445602059931518,-0.02713081039465133
10076,1.0,0.15152899653379556,0.028613792338689947
10102,-3.0,-0.44438972330493476,0.04504702993222946
10127,1.0,0.14677133495806716,0.05000762596847432
10153,-3.0,-0.4445600846232143,0.06811441191466013
10179,1.0,0.151529088103054,0.036062547679151
10204,-3.0,-0.4479593979502834,-0.011862179888922832
10230,1.0,0.1516996227187729,0.08046581541603604
10256,-1.0,-0.1496590272085681,-0.020304587163384062
10281,-3.0,-0.44660085646665176,-0.14158161353901141
10307,1.0,0.14965909152767137,-0.0038750416817927447
10333,-3.0,-0.44643030548870843,-0.018265687323442924
10358,-1.0,-0.14847093766458969,-0.07954792667453398
10384,3.0,0.44948836203620846,0.038641353706645
10409,-1.0,-0.15169968464828137,-0.09587049137664092
10435,3.0,0.44948852804949063,0.12454125792087456
10461,-3.0,-0.44965889449985463,-0.09656567809847447
10486,3.0,0.45000001972820536,0.1193783838518369
10512,3.0,0.4483002932692004,0.13756658066686167
10538,1.0,0.15135854250859754,0.045712085701352975
10563,1.0,0.15135864361640766,0.023490918967852173
10589,-1.0,-0.1498293948175641,-0.020632712071543963
10615,-3.0,-0.4464302582123797,-0.09784775575303854
10640,-3.0,-0.446430211847339,-0.11064970010463435
10666,-1.0,-0.15187020203240806,-0.1695528056173186
10692,-1.0,-0.14812990295820316,-0.023321970475271514
10717,-1.0,-0.14812977889532875,0.06081549936114351
10743,-1.0,-0.148300461649444,-0.05131530257575263
10768,1.0,0.14677138445351423,0.030987648481980115
10794,-3.0,-0.4481299730059042,-0.11325463395799917
10820,-1.0,-0.15187019006351454,-0.16485216530644722
10845,-1.0,-0.14847104190396898,-0.038907151964002
10871,-1.0,-0.14847103568993497,-0.06840493467131184
10897,-3.0,-0.44625996118194555,-0.11231775670150762
10922,3.0,0.4464301978905793,0.10196740680121924
10948,1.0,0.1479593235155978,-0.008262261340958381
10974,1.0,0.1466008734621218,-0.007643986657815427
10999,3.0,0.44778879031328644,-0.019449036605323183
11025,-1.0,-0.14643028513151646,0.06856187434195386
11050,-1.0,-0.1484709372936532,-0.09629478704811978
11076,-3.0,-0.4481299202195043,-0.07952871088437213
11102,1.0,0.14965905455141798,-0.023092715638354085
11127,3.0,0.44830059071209893,0.18350301426066673
11153,-3.0,-0.4479593183062307,-0.004420740613495674
11179,-1.0,-0.1484709174379979,0.0273800997554624
11204,-3.0,-0.44473083262131696,-0.11029405003247435
11230,-1.0,-0.14812995130004308,-0.004629153127124917
11256,1.0,0.14795933799967367,-0.045168246560621
11281,3.0,0.4479593951541533,0.08181038728722773
11307,-3.0,-0.4460892806150225,0.11916667852629989
11333,-1.0,-0.14795930864269916,0.08201185284730915
11358,-3.0,-0.4449012434333767,-0.06564323818664644
11384,1.0,0.14795937952768343,-0.03091297128189669
11409,1.0,0.14795943589868388,-0.025273358702983244
11435,1.0,0.15017065223538767,0.07990382133411839
11461,-3.0,-0.4479592347576361,-0.0885994797345285
11486,-3.0,-0.4479594007746069,-0.13972887868798134
11512,1.0,0.15169959910340716,0.09888929524546863
11538,-1.0,-0.14812985479641227,0.022077663530810445
11563,3.0,0.44473069143325317,-0.013408193460965334
11589,3.0,0.4483004769713015,0.07950486368990611
11615,3.0,0.44965888313234464,0.09428649921288056
11640,-3.0,-0.4494884105169601,0.0030043673486151905
11666,-1.0,-0.1501706240631096,-0.07020832543008164
11692,-1.0,-0.14982941761285246,0.04526349907788626
11717,3.0,0.45000002185834775,0.12575361231634596
11743,3.0,0.4477889175159986,0.07420941241001727
11768,3.0,0.44965894766676145,0.05862795114715291
11794,3.0,0.45000007165077305,0.0949696475011275
11820,-1.0,-0.15187016627761996,-0.17221525585387493
11845,1.0,0.1518701806116367,0.11837782511751599
11871,1.0,0.1481297894995448,-0.06260033520404618
11897,-3.0,-0.44778896218711844,-0.009217358560199805
11922,-3.0,-0.44473064022805775,-0.016069847489527035
11948,-3.0,-0.44965900424416183,-0.09935762561725228
11974,-1.0,-0.1518701901956816,-0.1613705766776742
11999,-1.0,-0.14812970045746338,0.08297370498804985
12025,3.0,0.44948847063481767,0.13012920834585595
12050,1.0,0.15135848707131666,-0.007612272968102709
12076,-1.0,-0.14830050480868212,-0.02487406887470237
12102,-3.0,-0.4479592569941002,-0.01804885028881329
12127,-3.0,-0.4481300217858633,-0.07432619736710894
12153,3.0,0.4449012213674769,0.06968597132953203
12179,1.0,0.1466009156309262,0.07027607659898893
12204,-1.0,-0.14677137356325679,0.008394220909696968
12230,1.0,0.15000004145572662,0.022117358439081768
12256,1.0,0.14999993995671246,0.09255684008840476
12281,1.0,0.15017040532353298,0.10682677383321329
